,All-Star,Position,Player,Age,Conference,PPG,RPG,APG,BPG,SPG,GP,W%
1623,False,G,Corey Brewer 2015-16,29,West,7.14,2.5,1.46,0.18,1.08,50.0,0.5
1624,False,G,Anthony Brown 2015-16,23,West,3.8333,2.25,0.5,0.2083,0.4167,24.0,0.18
1625,False,G,Caron Butler 2015-16,35,West,2.6667,1.2222,0.3333,0.0,0.5556,9.0,0.4255
1626,False,G,Rasual Butler 2015-16,36,West,2.6774,1.1935,0.6129,0.5161,0.2258,31.0,0.8298
1627,False,G,Bruno Caboclo 2015-16,20,East,0.0,0.5,0.0,0.0,0.5,2.0,0.6809
1628,False,G,Clint Capela 2015-16,21,West,7.4898,6.898,0.7347,1.2245,0.8776,49.0,0.5
1629,False,G,DeMarre Carroll 2015-16,29,East,11.6522,4.7826,1.0435,0.2174,1.6522,23.0,0.6809
1630,False,G,Omri Casspi 2015-16,27,West,12.4048,6.5238,1.4048,0.2619,0.7619,42.0,0.4255
1631,False,G,Willie Cauley-Stein 2015-16,22,West,5.7576,5.5758,0.4242,1.1818,0.6667,33.0,0.4255
1632,False,G,Tyson Chandler 2015-16,33,West,5.65,8.375,1.0,0.625,0.525,40.0,0.2857
1633,False,G,Nick Collison 2015-16,35,West,2.275,3.05,0.825,0.325,0.275,40.0,0.7347
1634,False,G,Chris Copeland 2015-16,31,East,2.1739,0.4348,0.4783,0.0,0.087,23.0,0.4082
1635,False,G,Robert Covington 2015-16,25,East,11.4103,5.8205,1.5128,0.641,1.5641,39.0,0.1458
1636,False,G,Jae Crowder 2015-16,25,East,14.2653,5.0408,1.8776,0.551,1.7755,49.0,0.551
1637,False,G,Dante Cunningham 2015-16,28,West,4.1818,3.0909,0.5227,0.4091,0.4773,44.0,0.3913
1638,False,G,Ed Davis 2015-16,26,West,6.7917,7.125,1.125,0.7083,0.6042,48.0,0.4694
1639,False,G,Branden Dawson 2015-16,22,West,1.0,1.5,0.0,0.5,0.0,2.0,0.6667
1640,False,G,Dewayne Dedmon 2015-16,26,East,3.1379,3.2414,0.1379,0.8966,0.3448,29.0,0.4565
1641,False,G,Sam Dekker 2015-16,21,West,0.0,0.3333,0.0,0.0,0.3333,3.0,0.5
1642,False,G,Luol Deng 2015-16,30,East,10.2439,4.6585,1.561,0.3659,0.9268,41.0,0.5625
1643,False,G,Boris Diaw 2015-16,33,West,6.9574,3.234,2.4681,0.2553,0.4043,47.0,0.8298
1644,False,G,Gorgui Dieng 2015-16,26,West,8.6735,6.7347,1.3265,1.0,1.1429,49.0,0.2857
1645,False,G,Jared Dudley 2015-16,30,East,8.8864,3.7727,1.9318,0.1136,1.0227,44.0,0.4667
1646,False,G,Tim Duncan 2015-16,39,West,8.8649,7.5405,2.973,1.3243,0.8919,37.0,0.8298
1647,False,G,Cleanthony Early 2015-16,24,East,0.7,0.2,0.1,0.1,0.1,10.0,0.46
1648,False,G,Jeremy Evans 2015-16,28,West,2.4444,1.963,0.0741,0.3333,0.2222,27.0,0.56
1649,False,G,Festus Ezeli 2015-16,26,West,7.5,5.85,0.775,1.225,0.425,40.0,0.9167
1650,False,G,Kenneth Faried 2015-16,26,West,12.2683,8.9756,1.1707,1.0244,0.4878,41.0,0.375
1651,False,G,Derrick Favors 2015-16,24,West,16.6897,8.3103,1.5172,1.069,1.3448,29.0,0.4565
1652,False,G,Cristiano Felício 2015-16,23,East,0.75,0.25,0.5,0.0,0.0,4.0,0.5652
1653,False,G,Danilo Gallinari 2015-16,27,West,19.5,5.619,2.5476,0.4048,0.6667,42.0,0.375
1654,False,G,Kevin Garnett 2015-16,39,West,3.2105,3.9474,1.6316,0.2632,0.7368,38.0,0.2857
1655,False,G,Marc Gasol 2015-16,31,West,16.75,7.1458,3.8333,1.375,1.0208,48.0,0.5833
1656,False,G,Rudy Gay 2015-16,29,West,18.0488,6.9024,1.7317,0.7317,1.2195,41.0,0.4255
1657,False,G,Taj Gibson 2015-16,30,East,7.7391,7.2174,1.2609,1.0217,0.5217,46.0,0.5652
1658,False,G,Rudy Gobert 2015-16,23,West,9.5769,10.5,1.6538,2.5769,0.8077,26.0,0.4565
1659,False,G,Drew Gooden 2015-16,34,East,3.75,3.875,0.5625,0.4375,0.3125,16.0,0.4667
1660,False,G,Aaron Gordon 2015-16,20,East,7.7333,5.5111,1.3556,0.6667,0.5556,45.0,0.4565
1661,False,G,Marcin Gortat 2015-16,31,East,13.359,9.9231,1.5897,1.359,0.7179,39.0,0.4667
1662,False,G,Jerami Grant 2015-16,21,East,9.2391,4.4348,1.4348,1.5435,0.7826,46.0,0.1458
1663,False,G,JaMychal Green 2015-16,25,West,5.5,3.9565,0.3478,0.3043,0.3043,46.0,0.5833
1664,False,G,Blake Griffin 2015-16,26,West,23.2333,8.6667,4.9667,0.5667,0.7,30.0,0.6667
1665,False,G,Tyler Hansbrough 2015-16,30,East,2.6429,2.6429,0.25,0.25,0.3929,28.0,0.4792
1666,False,G,Maurice Harkless 2015-16,22,West,4.8936,3.0213,0.8298,0.3404,0.5106,47.0,0.4694
1667,False,G,Montrezl Harrell 2015-16,22,West,3.48,1.68,0.36,0.24,0.24,25.0,0.5
1668,False,G,Udonis Haslem 2015-16,35,East,1.625,2.25,0.5417,0.0833,0.1667,24.0,0.5625
1669,False,G,Spencer Hawes 2015-16,27,East,5.9524,4.3333,2.0476,0.3095,0.4286,42.0,0.4792
1670,False,G,Chuck Hayes 2015-16,32,West,2.0,4.0,1.0,0.0,0.0,2.0,0.5
1671,False,G,Gordon Hayward 2015-16,25,West,19.7609,5.0217,3.6087,0.3043,1.1739,46.0,0.4565
1672,False,G,John Henson 2015-16,25,East,6.7619,3.9048,0.9762,1.9762,0.2619,42.0,0.4082
1673,False,G,Mario Hezonja 2015-16,20,East,4.8372,1.6744,1.0,0.1395,0.2093,43.0,0.4565
1674,False,G,Roy Hibbert 2015-16,29,West,6.78,5.38,1.44,1.66,0.36,50.0,0.18
1675,False,G,Jordan Hill 2015-16,28,East,9.4186,6.9302,1.186,0.5116,0.5814,43.0,0.5319
1676,False,G,Solomon Hill 2015-16,24,East,2.84,2.04,0.72,0.32,0.44,25.0,0.5319
1677,False,G,Rondae Hollis-Jefferson 2015-16,21,East,5.2105,6.1053,1.4211,0.4211,1.4211,19.0,0.25
1678,False,G,Richaun Holmes 2015-16,22,East,6.1143,2.5429,0.6286,0.7429,0.3143,35.0,0.1458
1679,False,G,Dwight Howard 2015-16,30,West,14.375,11.75,1.45,1.55,0.975,40.0,0.5
1680,False,G,Serge Ibaka 2015-16,26,West,12.7755,6.7755,0.8571,2.1429,0.3878,49.0,0.7347
1681,False,G,Joe Ingles 2015-16,28,West,4.1333,1.7111,1.1111,0.0667,0.5556,45.0,0.4565
1682,False,G,Damien Inglis 2015-16,20,East,1.0,1.125,0.25,0.0,0.25,8.0,0.4082
1683,False,G,Al Jefferson 2015-16,31,East,12.5263,6.1053,1.5789,1.0526,0.7368,19.0,0.4792
1684,False,G,Cory Jefferson 2015-16,25,West,2.75,2.0,0.0,0.125,0.0,8.0,0.2857
1685,False,G,Richard Jefferson 2015-16,35,East,5.7143,1.4048,0.881,0.2857,0.4762,42.0,0.7391
1686,False,G,Jonas Jerebko 2015-16,28,East,3.8542,3.2708,0.8333,0.1458,0.2708,48.0,0.551
1687,False,G,Amir Johnson 2015-16,28,East,7.8913,6.5435,1.7826,1.1522,0.6957,46.0,0.551
1688,False,G,Chris Johnson 2015-16,25,West,2.973,1.7297,0.8108,0.1892,0.5946,37.0,0.4565
1689,False,G,James Johnson 2015-16,28,East,5.0256,2.2308,1.0,0.5897,0.5641,39.0,0.6809
1690,False,G,Stanley Johnson 2015-16,19,East,8.625,3.9167,1.4583,0.1458,0.7292,48.0,0.5208
1691,False,G,Wesley Johnson 2015-16,28,West,6.6667,2.5208,0.5625,0.5417,0.9792,48.0,0.6667
1692,False,G,Nikola Jokić 2015-16,20,West,9.1739,5.6739,1.8261,0.5435,1.0,46.0,0.375
1693,False,G,James Jones 2015-16,35,East,3.3429,1.0571,0.3714,0.1714,0.2286,35.0,0.7391
1694,False,G,Terrence Jones 2015-16,24,West,9.2955,4.4773,0.9091,0.8409,0.4773,44.0,0.5
1695,False,G,DeAndre Jordan 2015-16,27,West,11.8913,13.8043,1.0435,2.2174,0.4783,46.0,0.6667
1696,False,G,Chris Kaman 2015-16,33,West,2.8571,1.2857,0.7143,0.0,0.0,7.0,0.4694
1697,False,G,Frank Kaminsky 2015-16,22,East,7.7021,3.9362,1.3617,0.5745,0.4468,47.0,0.4792
1698,False,G,Enes Kanter 2015-16,23,West,11.8367,7.5918,0.5102,0.4694,0.2245,49.0,0.7347
1699,False,G,Sasha Kaun 2015-16,30,East,0.8889,1.1111,0.2222,0.2222,0.2222,9.0,0.7391
1700,False,G,Ryan Kelly 2015-16,24,West,5.3158,3.8947,0.7368,0.4211,0.4211,19.0,0.18
1701,False,G,Michael Kidd-Gilchrist 2015-16,22,East,16.0,9.5,2.0,0.0,0.5,2.0,0.4792
1702,False,G,Kosta Koufos 2015-16,26,West,6.8696,5.7174,0.3043,0.913,0.5217,46.0,0.4255
1703,False,G,Carl Landry 2015-16,32,East,7.8182,2.9091,0.3636,0.2727,0.4545,11.0,0.1458
1704,False,G,Joffrey Lauvergne 2015-16,24,West,8.1923,5.4615,1.1538,0.2692,0.2692,26.0,0.375
1705,False,G,Alex Len 2015-16,22,West,6.8478,6.0217,0.8913,0.9348,0.4783,46.0,0.2857
1706,False,G,Meyers Leonard 2015-16,23,West,8.9762,5.0238,1.5952,0.3095,0.1429,42.0,0.4694
1707,False,G,Jon Leuer 2015-16,26,West,8.8095,5.6429,1.2857,0.4286,0.5714,42.0,0.2857
1708,False,G,Kevon Looney 2015-16,19,West,2.0,2.0,0.0,0.0,0.0,1.0,0.9167
1709,False,G,Brook Lopez 2015-16,27,East,20.0625,8.4792,1.5833,1.9167,0.7708,48.0,0.25
1710,False,G,Robin Lopez 2015-16,27,East,8.84,6.02,1.44,1.38,0.18,50.0,0.46
1711,False,G,Kevin Love 2015-16,27,East,16.0652,10.6522,2.3913,0.5435,0.913,46.0,0.7391
1712,False,G,Trey Lyles 2015-16,20,West,4.7273,4.0682,0.7273,0.25,0.2727,44.0,0.4565
1713,False,G,Ian Mahinmi 2015-16,29,East,8.4634,7.1463,1.3415,1.0244,0.9268,41.0,0.5319
1714,False,G,Boban Marjanović 2015-16,27,West,5.8966,3.6207,0.3448,0.4483,0.2759,29.0,0.8298
1715,False,G,Jarell Martin 2015-16,21,West,1.0,0.0,0.0,0.0,0.0,2.0,0.5833
1716,False,G,Luc Mbah a Moute 2015-16,29,West,2.9348,2.4348,0.3696,0.3261,0.4565,46.0,0.6667
1717,False,G,James Michael McAdoo 2015-16,23,West,2.28,1.28,0.36,0.2,0.28,25.0,0.9167
1718,False,G,Doug McDermott 2015-16,24,East,7.7556,2.3111,0.6889,0.0889,0.1556,45.0,0.5652
1719,False,G,Mitch McGary 2015-16,23,West,1.2308,1.0,0.1538,0.1538,0.0,13.0,0.7347
1720,False,G,JaVale McGee 2015-16,28,West,5.4286,4.2143,0.0714,0.8929,0.1429,28.0,0.56
1721,False,G,Josh McRoberts 2015-16,28,East,3.3636,2.8182,1.7727,0.1818,0.5,22.0,0.5625
1722,False,G,Salah Mejri 2015-16,29,West,4.1667,3.0,0.1667,0.6667,0.0833,12.0,0.56
1723,False,G,Jordan Mickey 2015-16,21,East,2.3333,1.0,0.3333,0.3333,0.0,3.0,0.551
1724,False,G,Khris Middleton 2015-16,24,East,17.6531,3.6735,4.0,0.1837,1.1633,49.0,0.4082
1725,False,G,Mike Miller 2015-16,35,West,1.3143,1.2571,0.9429,0.0857,0.2857,35.0,0.375
1726,False,G,Nikola Mirotić 2015-16,24,East,10.5909,5.8636,1.3864,0.6591,0.8636,44.0,0.5652
1727,False,G,Greg Monroe 2015-16,25,East,16.4255,9.6383,2.2979,0.8723,0.9362,47.0,0.4082
1728,False,G,Eric Moreland 2015-16,24,West,0.8,1.2,0.0,0.8,0.0,5.0,0.4255
1729,False,G,Marcus Morris 2015-16,26,East,13.6809,5.1702,2.1489,0.2979,0.8936,47.0,0.5208
1730,False,G,Donatas Motiejūnas 2015-16,25,West,5.5714,2.1429,1.0,0.1429,0.4286,14.0,0.5
1731,False,G,Timofey Mozgov 2015-16,29,East,6.4419,4.2558,0.4419,0.7209,0.3256,43.0,0.7391
1732,False,G,Shabazz Muhammad 2015-16,23,West,9.7755,3.0204,0.4694,0.0816,0.2245,49.0,0.2857
1733,False,G,Mike Muscala 2015-16,24,East,3.2941,2.0,0.5,0.4412,0.2353,34.0,0.551
1734,False,G,Larry Nance 2015-16,23,West,5.8,4.95,0.65,0.25,0.825,40.0,0.18
1735,False,G,Andrew Nicholson 2015-16,26,East,6.5758,3.8182,0.3333,0.3333,0.1818,33.0,0.4565
1736,False,G,Joakim Noah 2015-16,30,East,4.2759,8.7931,3.7931,1.0,0.6207,29.0,0.5652
1737,False,G,Nerlens Noel 2015-16,21,East,10.7143,8.2619,1.4048,1.5476,1.5714,42.0,0.1458
1738,False,G,Lucas Nogueira 2015-16,23,East,2.7333,1.4667,0.2,0.2667,0.4667,15.0,0.6809
1739,False,G,Dirk Nowitzki 2015-16,37,West,17.4773,6.6818,1.75,0.6818,0.6364,44.0,0.56
1740,False,G,Jusuf Nurkić 2015-16,21,West,6.5455,4.5455,0.6364,1.1818,0.1818,11.0,0.375
1741,False,G,J.J. O'Brien 2015-16,23,West,0.0,0.5,0.0,0.0,0.5,2.0,0.4565
1742,False,G,Johnny O'Bryant 2015-16,22,East,3.4318,3.0455,0.6136,0.1591,0.3409,44.0,0.4082
1743,False,G,Kyle O'Quinn 2015-16,25,East,4.675,3.8,1.2,0.675,0.4,40.0,0.46
1744,False,G,Jahlil Okafor 2015-16,20,East,17.2619,7.1905,1.1667,1.119,0.4286,42.0,0.1458
1745,False,G,Kelly Olynyk 2015-16,24,East,10.3125,4.3958,1.6667,0.625,0.8542,48.0,0.551
1746,False,G,Kelly Oubre 2015-16,20,East,4.1842,2.3947,0.2895,0.1579,0.3947,38.0,0.4667
1747,False,G,Zaza Pachulia 2015-16,31,West,10.4667,10.8444,1.9111,0.3556,1.0,45.0,0.56
1748,False,G,Kostas Papanikolaou 2015-16,25,West,2.5769,1.5385,0.6154,0.1923,0.5,26.0,0.375
1749,False,G,Jabari Parker 2015-16,20,East,11.4186,4.6744,1.3953,0.4419,0.7674,43.0,0.4082
1750,False,G,Chandler Parsons 2015-16,27,West,11.9762,4.2381,2.4286,0.3333,0.5714,42.0,0.56
1751,False,G,Patrick Patterson 2015-16,26,East,6.3191,4.2766,1.1489,0.3404,0.7021,47.0,0.6809
1752,False,G,Adreian Payne 2015-16,24,West,2.7333,2.0,0.4667,0.2667,0.3,30.0,0.2857
1753,False,G,Nikola Peković 2015-16,30,West,10.5909,5.8636,1.3864,0.6591,0.8636,44.0,0.2857
1754,False,G,Kendrick Perkins 2015-16,31,West,2.7,1.9,0.5,0.2,0.0,10.0,0.3913
1755,False,G,Paul Pierce 2015-16,38,West,5.5682,2.7955,0.9773,0.2273,0.4545,44.0,0.6667
1756,False,G,Tibor Pleiß 2015-16,26,West,2.0,1.25,0.1667,0.1667,0.0833,12.0,0.4565
1757,False,G,Mason Plumlee 2015-16,25,West,9.3469,7.7959,2.7755,1.0,0.7959,49.0,0.4694
1758,False,G,Miles Plumlee 2015-16,27,East,2.6786,2.1786,0.1786,0.5714,0.25,28.0,0.4082
1759,False,G,Otto Porter 2015-16,22,East,12.2368,5.5,2.0,0.3158,1.5789,38.0,0.4667
1760,False,G,Bobby Portis 2015-16,20,East,6.4231,4.3462,0.5,0.3846,0.4615,26.0,0.5652
1761,False,G,Kristaps Porziņģis 2015-16,20,East,13.8571,7.7143,1.2449,1.898,0.8163,49.0,0.46
1762,False,G,Dwight Powell 2015-16,24,West,6.7083,4.7292,0.7292,0.4375,0.5417,48.0,0.56
1763,False,G,Tayshaun Prince 2015-16,35,West,3.2041,2.0204,0.9796,0.1837,0.5306,49.0,0.2857
1764,False,G,Julius Randle 2015-16,21,West,10.9388,9.6939,1.6122,0.449,0.6531,49.0,0.18
1765,False,G,Zach Randolph 2015-16,34,West,13.6512,7.9535,1.4419,0.186,0.6047,43.0,0.5833
1766,False,G,Willie Reed 2015-16,25,East,4.2308,2.6923,0.1923,0.5385,0.1154,26.0,0.25
1767,False,G,Thomas Robinson 2015-16,24,East,3.4286,3.5952,0.2143,0.5,0.3571,42.0,0.25
1768,False,G,Terrence Ross 2015-16,24,East,8.5854,2.2927,0.6829,0.439,0.8293,41.0,0.6809
1769,False,G,Damjan Rudež 2015-16,29,West,2.4706,0.4118,0.3529,0.0,0.0,17.0,0.2857
1770,False,G,Robert Sacre 2015-16,26,West,3.0,2.4375,0.6875,0.5625,0.125,16.0,0.18
1771,False,G,Luis Scola 2015-16,35,East,9.8085,5.5319,0.8511,0.4043,0.6809,47.0,0.6809
1772,False,G,Mike Scott 2015-16,27,East,6.6512,2.186,0.9302,0.2326,0.2791,43.0,0.551
1773,False,G,Kevin Séraphin 2015-16,26,East,3.8333,2.3667,1.1,0.8,0.2,30.0,0.46
1774,False,G,Kyle Singler 2015-16,27,West,2.9474,1.8421,0.2105,0.1316,0.3947,38.0,0.7347
1775,False,G,Jason Smith 2015-16,29,East,5.9512,2.4146,0.7561,0.6341,0.3415,41.0,0.4565
1776,False,G,Marreese Speights 2015-16,28,West,5.7436,3.3077,0.7692,0.3333,0.2051,39.0,0.9167
1777,False,G,Tiago Splitter 2015-16,31,East,5.5833,3.3333,0.8333,0.3333,0.5556,36.0,0.551
1778,False,G,Amar'e Stoudemire 2015-16,33,East,5.2,3.85,0.6,0.55,0.45,20.0,0.5625
1779,False,G,Jared Sullinger 2015-16,23,East,9.625,8.6875,2.125,0.6667,0.8958,48.0,0.551
1780,False,G,Edy Tavares 2015-16,23,East,2.375,1.875,0.25,0.625,0.125,8.0,0.551
1781,False,G,Mirza Teletović 2015-16,30,West,9.6809,3.0213,1.0213,0.2979,0.3191,47.0,0.2857
1782,False,G,Lance Thomas 2015-16,27,East,8.6809,2.1277,0.8723,0.1489,0.4255,47.0,0.46
1783,False,G,Tristan Thompson 2015-16,24,East,7.8913,9.3696,0.7174,0.413,0.3043,46.0,0.7391
1784,False,G,Anthony Tolliver 2015-16,30,East,5.383,3.3404,0.8511,0.2553,0.383,47.0,0.5208
1785,False,G,Karl-Anthony Towns 2015-16,20,West,16.551,9.9388,1.449,1.7959,0.6939,49.0,0.2857
1786,False,G,P.J. Tucker 2015-16,30,West,6.7551,5.7347,1.7959,0.2857,1.1633,49.0,0.2857
1787,False,G,Myles Turner 2015-16,19,East,9.32,4.32,0.44,1.36,0.24,25.0,0.5319
1788,False,G,Jonas Valančiūnas 2015-16,23,East,12.2333,9.6,0.8333,1.2,0.3667,30.0,0.6809
1789,False,G,Charlie Villanueva 2015-16,31,West,5.6585,2.7317,0.4146,0.2683,0.3171,41.0,0.56
1790,False,G,Noah Vonleh 2015-16,20,West,3.6735,4.1633,0.5102,0.3061,0.4694,49.0,0.4694
1791,False,G,Nikola Vučević 2015-16,25,East,16.6512,8.8837,2.8605,1.1395,0.7674,43.0,0.4565
1792,False,G,T.J. Warren 2015-16,22,West,10.9574,3.1277,0.9362,0.3404,0.7872,47.0,0.2857
1793,False,G,David West 2015-16,35,West,6.7174,3.9783,1.7174,0.5652,0.5435,46.0,0.8298
1794,False,G,Hassan Whiteside 2015-16,26,East,12.3171,11.1951,0.3415,3.8537,0.561,41.0,0.5625
1795,False,G,Shayne Whittington 2015-16,24,East,1.3333,0.6667,0.6667,0.3333,0.3333,3.0,0.5319
1796,False,G,Andrew Wiggins 2015-16,20,West,20.3542,3.7708,1.8333,0.5208,0.8333,48.0,0.2857
1797,False,G,Derrick Williams 2015-16,24,East,9.3673,3.8571,0.9184,0.1224,0.4082,49.0,0.46
1798,False,G,Marvin Williams 2015-16,29,East,10.125,6.7708,1.4167,1.0625,0.6042,48.0,0.4792
1799,False,G,Justise Winslow 2015-16,19,East,5.7556,4.8667,1.3556,0.3778,0.6889,45.0,0.5625
1800,False,G,Jeff Withey 2015-16,25,West,4.7895,3.8947,0.4474,1.2632,0.5,38.0,0.4565
1801,False,G,Christian Wood 2015-16,20,East,3.6429,2.2857,0.2143,0.3571,0.3571,14.0,0.1458
1802,False,G,Metta World Peace 2015-16,36,West,4.8947,2.5263,0.8947,0.4737,0.6316,19.0,0.18
1803,False,G,Brandan Wright 2015-16,28,West,6.5714,3.4286,0.5714,1.4286,0.1429,7.0,0.5833
1804,False,G,Thaddeus Young 2015-16,27,East,15.0833,8.9583,1.5833,0.375,1.5417,48.0,0.25
1805,False,G,Cody Zeller 2015-16,23,East,8.975,5.9,0.875,0.7,0.875,40.0,0.4792
1806,False,G,Tyler Zeller 2015-16,26,East,4.3871,2.2581,0.3226,0.129,0.1935,31.0,0.551
1807,False,G,Quincy Acy 2014-15,24,East,5.7805,4.878,1.0244,0.2439,0.3415,41.0,0.1915
1808,False,G,Steven Adams 2014-15,21,West,7.3043,7.1304,0.913,1.2609,0.4348,46.0,0.4894
1809,False,G,Jeff Adrien 2014-15,28,West,3.5294,4.5294,0.8824,0.5294,0.2353,17.0,0.1702
1810,False,G,Alexis Ajinça 2014-15,26,West,5.3235,4.2647,0.3529,0.6176,0.2059,34.0,0.5319
1811,False,G,Furkan Aldemir 2014-15,23,East,1.4211,4.1053,0.4737,0.3684,0.4737,19.0,0.2083
1812,False,G,Cole Aldrich 2014-15,26,East,5.4063,5.3438,1.1563,0.8125,0.5938,32.0,0.1915
1813,False,G,Lavoy Allen 2014-15,25,East,6.5476,6.5476,1.3571,0.7857,0.3095,42.0,0.3469
1814,False,G,Al-Farouq Aminu 2014-15,24,West,4.814,3.4884,0.6279,0.6977,0.6744,43.0,0.6531
1815,False,G,Chris Andersen 2014-15,36,East,5.0,5.0333,0.6667,0.9333,0.5333,30.0,0.4348
1816,False,G,Kyle Anderson 2014-15,21,West,2.5926,2.5185,1.037,0.2593,0.4815,27.0,0.625
1817,False,G,Ryan Anderson 2014-15,26,West,14.9783,5.1957,1.0,0.2609,0.6087,46.0,0.5319
1818,False,G,Giannis Antetokounmpo 2014-15,20,East,11.383,6.1277,2.3191,0.9787,0.9149,47.0,0.5319
1819,False,G,Joel Anthony 2014-15,32,East,1.12,1.44,0.08,0.64,0.16,25.0,0.375
1820,False,G,Pero Antić 2014-15,32,East,6.2222,3.0556,0.9444,0.2778,0.2222,36.0,0.8333
1821,False,G,Trevor Ariza 2014-15,29,West,12.3333,5.375,2.2083,0.1667,1.9375,48.0,0.6875
1822,False,G,Darrell Arthur 2014-15,26,West,7.3333,3.2051,1.0513,0.4615,0.8974,39.0,0.3958
1823,False,G,Jeff Ayres 2014-15,27,West,2.7667,2.2667,0.3667,0.1667,0.2,30.0,0.625
1824,False,G,Luke Babbitt 2014-15,25,West,3.2895,1.5789,0.2368,0.1053,0.2632,38.0,0.5319
1825,False,G,Cameron Bairstow 2014-15,24,East,0.9091,0.7273,0.0909,0.0909,0.1818,11.0,0.6122
1826,False,G,Andrea Bargnani 2014-15,29,East,4.5,2.0,1.0,0.0,0.0,2.0,0.1915
1827,False,G,Harrison Barnes 2014-15,22,West,10.3111,5.9333,1.4444,0.2444,0.6444,45.0,0.8222
1828,False,G,Matt Barnes 2014-15,34,West,9.6739,3.6304,1.3913,0.6304,0.8043,46.0,0.6875
1829,False,G,Brandon Bass 2014-15,29,East,9.5333,4.1333,1.1333,0.4667,0.5111,45.0,0.3556
1830,False,G,Nicolas Batum 2014-15,26,West,8.9268,5.2439,4.5854,0.6585,1.1463,41.0,0.6667
1831,False,G,Aron Baynes 2014-15,28,West,6.3095,4.4286,0.5,0.3095,0.1905,42.0,0.625
1832,False,G,Anthony Bennett 2014-15,21,West,5.3913,3.8696,0.8478,0.3043,0.4783,46.0,0.1702
1833,False,G,Bismack Biyombo 2014-15,22,East,4.5789,6.2368,0.1579,1.3947,0.2105,38.0,0.4255
1834,False,G,DeJuan Blair 2014-15,25,East,1.3571,1.3571,0.0714,0.0,0.0714,14.0,0.6458
1835,False,G,Andrew Bogut 2014-15,30,West,6.6129,8.5161,2.8065,1.8387,0.7097,31.0,0.8222
1836,False,G,Matt Bonner 2014-15,34,West,5.0,1.8333,0.8333,0.2619,0.1667,42.0,0.625
1837,False,G,Trevor Booker 2014-15,27,West,7.1556,4.6667,0.9778,0.4,0.5333,45.0,0.3617
1838,False,G,Carlos Boozer 2014-15,33,West,12.1522,6.9348,1.1739,0.1957,0.4783,46.0,0.2766
1839,False,G,Elton Brand 2014-15,35,East,2.9412,3.1176,0.4706,0.5294,0.4706,17.0,0.8333
1840,False,G,Chase Budinger 2014-15,26,West,4.8049,2.6098,0.8049,0.122,0.5366,41.0,0.1702
1841,False,G,Caron Butler 2014-15,34,East,5.5435,2.9348,0.7826,0.0435,0.5217,46.0,0.375
1842,False,G,Rasual Butler 2014-15,35,East,8.8636,2.7727,0.8409,0.3409,0.4091,44.0,0.6458
1843,False,G,Bruno Caboclo 2014-15,19,East,2.6667,0.6667,0.0,0.3333,0.0,3.0,0.6875
1844,False,G,Clint Capela 2014-15,20,West,0.0,1.2,0.2,0.2,0.2,5.0,0.6875
1845,False,G,DeMarre Carroll 2014-15,28,East,11.7561,5.3415,1.5366,0.1951,1.2683,41.0,0.8333
1846,False,G,Omri Casspi 2014-15,26,West,7.375,3.1563,1.2188,0.1875,0.3125,32.0,0.3696
1847,False,G,Tyson Chandler 2014-15,32,West,10.6809,11.9149,1.234,1.3404,0.5532,47.0,0.6531
1848,False,G,Wilson Chandler 2014-15,27,West,13.7872,6.0638,1.4894,0.4043,0.6383,47.0,0.3958
1849,False,G,Victor Claver 2014-15,26,West,2.625,2.5,0.125,0.125,0.125,8.0,0.6667
1850,False,G,Nick Collison 2014-15,34,West,3.85,3.45,1.275,0.3,0.525,40.0,0.4894
1851,False,G,Chris Copeland 2014-15,30,East,7.1667,2.5476,1.1429,0.2143,0.2619,42.0,0.3469
1852,False,G,Robert Covington 2014-15,24,East,12.5,4.4737,1.3947,0.4737,1.2895,38.0,0.2083
1853,False,G,Dante Cunningham 2014-15,27,West,5.1613,3.6452,0.6129,0.3548,0.7419,31.0,0.5319
1854,False,G,Samuel Dalembert 2014-15,33,East,4.0,5.25,0.9063,1.2813,0.4375,32.0,0.1915
1855,False,G,Ed Davis 2014-15,25,West,8.0,7.0851,0.9787,1.1489,0.5532,47.0,0.2766
1856,False,G,Glen Davis 2014-15,29,West,3.4878,1.9512,0.4146,0.1463,0.5854,41.0,0.6875
1857,False,G,Dewayne Dedmon 2014-15,25,East,3.2121,4.0303,0.1515,0.697,0.2424,33.0,0.3
1858,False,G,Luol Deng 2014-15,29,East,14.2927,5.0,1.878,0.3415,1.0732,41.0,0.4348
1859,False,G,Boris Diaw 2014-15,32,West,8.5106,4.4681,3.2128,0.3404,0.4681,47.0,0.625
1860,False,G,Gorgui Dieng 2014-15,25,West,9.9362,8.5745,2.234,1.8085,0.9787,47.0,0.1702
1861,False,G,Joey Dorsey 2014-15,31,West,2.0263,3.6842,0.3421,0.4474,0.6579,38.0,0.6875
1862,False,G,Andre Drummond 2014-15,21,East,12.3542,12.875,0.5208,1.7917,1.0417,48.0,0.375
1863,False,G,Jared Dudley 2014-15,29,East,7.8511,3.0638,1.6383,0.1489,0.9149,47.0,0.5319
1864,False,G,Mike Dunleavy 2014-15,34,East,9.5758,3.7576,1.697,0.4242,0.4545,33.0,0.6122
1865,False,G,Cleanthony Early 2014-15,23,East,4.5333,1.8667,0.7333,0.2667,0.6,15.0,0.1915
